hotelname,hotelcategory,rate,ratedescription,commentcount,badgerate,stayduration,hotellocation,country,adults,room,checkoutdate,bestbaseprice,bestdiscountprice,offersortid,suppliername,baseprice,discountprice,currency,iscancellable,additionalfeature,hotelurl,senddate,city,checkindate,roomtype
Erkal Pension,,"7,2",Gut,,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,153,138,10,Booking.com,"210,00","210,00",€,FALSE,,https://hotel.check24.de/search/Erkal%20Pension-8557299/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D10%26per_page%3D50&refLocationId=400999&oS=178&oP=137.7,14:13.4,Antalya,2/17/2020,Apartment
Fame Residence Lara & Spa,5,"8,9",Sehr gut,3.578,,6,Lara ,Turkey,2,1,2/23/2020,480,352,5,Booking.com,"1.080,00","1.080,00",€,FALSE,,https://hotel.check24.de/search/Fame%20Residence%20Lara%20%26%20Spa-986298/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=257&oP=352,17:16.8,Antalya,2/17/2020,Apartment
Furkan Homes,,--,Unterkunft noch,,,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,308,294,1,Hotels.Com,"307,80","294,00",€,FALSE,,https://hotel.check24.de/search/Furkan%20Homes-12337168/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D16%26per_page%3D50&refLocationId=400999&oS=178&oP=294,06:02.8,Antalya,2/17/2020,Apartment
Green Garden Suites Hotel,,"8,7",Sehr gut,83,,6,Alanya ,Turkey,2,1,2/23/2020,273,252,2,Booking.com,"273,00","273,00",€,FALSE,,https://hotel.check24.de/search/Green%20Garden%20Suites%20Hotel-9644992/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D9%26per_page%3D50&refLocationId=400999&oS=178&oP=251.94,55:46.5,Antalya,2/17/2020,Apartment
Gurses Apart Hotel,,"8,2",Sehr gut,,,6,Alanya ,Turkey,2,1,2/23/2020,190,120,2,Hotels.Com,"180,00","180,00",€,TRUE,,https://hotel.check24.de/search/Gurses%20Apart%20Hotel-9196697/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D12%26per_page%3D50&refLocationId=400999&oS=29&oP=119.94,26:00.3,Antalya,2/17/2020,Apartment
Güden-Pearl,,"9,6",Außer­gewöhnlich,,,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,240,189,5,Hotelopia,"289,26","289,26",€,FALSE,,https://hotel.check24.de/search/G%C3%BCden-Pearl-9659563/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D8%26per_page%3D50&refLocationId=400999&oS=29&oP=188.97,51:17.3,Antalya,2/17/2020,Apartment
Hayal Residence Apart Otel,,"8,3",Sehr gut,,,6,Antalya ,Turkey,2,1,2/23/2020,198,155,4,Booking.com,"312,00","312,00",€,FALSE,,https://hotel.check24.de/search/Hayal%20Residence%20Apart%20Otel-10838143/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D16%26per_page%3D50&refLocationId=400999&oS=178&oP=155.1,10:57.4,Antalya,2/17/2020,Apartment
Hun Club,,"7,6",Gut,210,,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,180,122,4,Agoda,"243,72","243,72",€,FALSE,,https://hotel.check24.de/search/Hun%20Club-9417207/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D11%26per_page%3D50&refLocationId=400999&oS=29&oP=121.92,24:05.2,Antalya,2/17/2020,Apartment
Irem Garden Apartments,,"7,3",Gut,,,6,Side ,Turkey,2,1,2/23/2020,129,129,4,Booking.com,"178,20","178,20",€,FALSE,,https://hotel.check24.de/search/Irem%20Garden%20Apartments-8541226/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D10%26per_page%3D50&refLocationId=400999&oS=28&oP=128.52,12:38.2,Antalya,2/17/2020,Apartment
Irem Garden Hotel & Apartments,,"6,8",Befriedigend,216,,6,Side ,Turkey,2,1,2/23/2020,188,129,6,Expedia,"228,06","228,06",€,TRUE,,https://hotel.check24.de/search/Irem%20Garden%20Hotel%20%26%20Apartments-8199519/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D7%26per_page%3D50&refLocationId=400999&oS=29&oP=128.52,38:11.9,Antalya,2/17/2020,Apartment
Kemer Suites,,"6,8",Befriedigend,,,6,Kemer ,Turkey,2,1,2/23/2020,120,120,1,Booking.com,"120,00","120,00",€,FALSE,,https://hotel.check24.de/search/Kemer%20Suites-7776277/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D14%26per_page%3D50&refLocationId=400999&oS=29&oP=120,50:34.1,Antalya,2/17/2020,Apartment
Kleopatra Aytur Apart Hotel,,"6,2",Befriedigend,,,6,Alanya ,Turkey,2,1,2/23/2020,66,66,2,Hotelopia,"75,60","75,60",€,FALSE,,https://hotel.check24.de/search/Kleopatra%20Aytur%20Apart%20Hotel-7905164/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D7%26per_page%3D50&refLocationId=400999&oS=105&oP=66,37:24.1,Antalya,2/17/2020,Apartment
Kleopatra Saray Hotel,,"9,2",Fabelhaft,189,,6,Alanya ,Turkey,2,1,2/23/2020,108,108,2,Booking.com,"144,00","144,00",€,FALSE,,https://hotel.check24.de/search/Kleopatra%20Saray%20Hotel-8111524/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D7%26per_page%3D50&refLocationId=400999&oS=29&oP=108,35:47.8,Antalya,2/17/2020,Apartment
Kleopatra Tac Hotel & SPA,,"6,9",Befriedigend,382,,6,Alanya ,Turkey,2,1,2/23/2020,60,60,5,Hotelopia,"120,00","120,00",€,FALSE,,https://hotel.check24.de/search/Kleopatra%20Tac%20Hotel%20%26%20SPA-4966708/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=259&oP=60,04:31.5,Antalya,2/17/2020,Apartment
Kutle Hotel,,"7,4",Gut,27,,6,Çıralı ,Turkey,2,1,2/23/2020,578,547,5,Booking.com,"813,20","813,20",€,FALSE,,https://hotel.check24.de/search/Kutle%20Hotel-5727322/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D9%26per_page%3D50&refLocationId=400999&oS=176&oP=547.18,01:59.0,Antalya,2/17/2020,Apartment
Lemon Villa Hotel,,"9,1",Fabelhaft,69,,6,Alanya ,Turkey,2,1,2/23/2020,294,265,19,Hotelopia,"720,00","660,00",€,FALSE,,https://hotel.check24.de/search/Lemon%20Villa%20Hotel-8223876/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D9%26per_page%3D50&refLocationId=400999&oS=176&oP=264.54,57:28.6,Antalya,2/17/2020,Apartment
Liberty Hotels Lara,5,"9,2",Fabelhaft,4.508,,6,Lara ,Turkey,2,1,2/23/2020,532,374,16,AurumTours,"1.407,00","1.407,00",€,FALSE,,https://hotel.check24.de/search/Liberty%20Hotels%20Lara-50306/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=287&oP=374,34:10.5,Antalya,2/17/2020,Apartment
Liberty Hotels Lara,5,"9,2",Fabelhaft,4.508,,6,Lara ,Turkey,2,1,2/23/2020,532,404,15,AurumTours,"1.407,00","1.407,00",€,FALSE,,https://hotel.check24.de/search/Liberty%20Hotels%20Lara-50306/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=287&oP=404,32:18.0,Antalya,2/17/2020,Apartment
Loft 1502,,"8,7",Sehr gut,199,,6,"Eski Lara, Antalya ",Turkey,2,1,2/23/2020,210,200,3,Hotels.Com,"210,06","210,00",€,TRUE,,https://hotel.check24.de/search/Loft%201502-9695398/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D8%26per_page%3D50&refLocationId=400999&oS=178&oP=199.5,49:18.0,Antalya,2/17/2020,Apartment
Maren Beach Apart,,"7,3",Gut,24,,6,Alanya ,Turkey,2,1,2/23/2020,74,70,11,Hotelopia,"70,20","70,20",€,FALSE,,https://hotel.check24.de/search/Maren%20Beach%20Apart-9575540/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D9%26per_page%3D50&refLocationId=400999&oS=176&oP=70.14,00:36.1,Antalya,2/17/2020,Apartment
Maren Beach Apart,,"7,3",Gut,24,,6,Alanya ,Turkey,2,1,2/23/2020,74,70,13,Hotelopia,"124,20","124,20",€,FALSE,,https://hotel.check24.de/search/Maren%20Beach%20Apart-9575540/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D9%26per_page%3D50&refLocationId=400999&oS=176&oP=70.14,00:36.1,Antalya,2/17/2020,Apartment
Minyon Hotel,,"9,3",Fabelhaft,249,Top 3% der Stadt,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,497,427,13,Booking.com,"918,54","907,20",€,FALSE,,https://hotel.check24.de/search/Minyon%20Hotel-6766696/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D6%26per_page%3D50&refLocationId=400999&oS=29&oP=427.19,30:28.1,Antalya,2/17/2020,Apartment
Miracle Resort Hotel,5,"8,9",Sehr gut,4.776,,6,Lara ,Turkey,2,1,2/23/2020,1.384,1.057,19,Booking.com,"2.374,00","2.374,00",€,FALSE,,https://hotel.check24.de/search/Miracle%20Resort%20Hotel-986291/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=105&oP=1057,33:55.7,Antalya,2/17/2020,Apartment
Naturella Hotel & Apart,,"8,1",Sehr gut,279,,6,Kemer ,Turkey,2,1,2/23/2020,117,71,5,Booking.com,"136,08","135,38",€,FALSE,,https://hotel.check24.de/search/Naturella%20Hotel%20%26%20Apart-8121706/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D6%26per_page%3D50&refLocationId=400999&oS=502&oP=71.4,31:39.3,Antalya,2/17/2020,Apartment
Partmezzo Apart Hotel,,--,Unterkunft noch,,,6,"Aslanbucak, Kemer ",Turkey,2,1,2/23/2020,180,180,2,Booking.com,"294,00","294,00",€,FALSE,,https://hotel.check24.de/search/Partmezzo%20Apart%20Hotel-9182639/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D16%26per_page%3D50&refLocationId=400999&oS=29&oP=180,07:37.4,Antalya,2/17/2020,Apartment
Sabah Pension,,"8,0",Sehr gut,233,Top 1% der Stadt,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,150,150,10,Booking.com,"540,00","540,00",€,FALSE,,https://hotel.check24.de/search/Sabah%20Pension-7349800/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D10%26per_page%3D50&refLocationId=400999&oS=178&oP=150,13:25.9,Antalya,2/17/2020,Apartment
Safari Suit Hotel,,"8,4",Sehr gut,,,6,Side ,Turkey,2,1,2/23/2020,131,120,2,Hotels.Com,"150,00","150,00",€,FALSE,,https://hotel.check24.de/search/Safari%20Suit%20Hotel-7905986/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D7%26per_page%3D50&refLocationId=400999&oS=178&oP=120,41:13.0,Antalya,2/17/2020,Apartment
Sailorson Apart Hotel,,"8,2",Sehr gut,51,,6,Alanya ,Turkey,2,1,2/23/2020,127,108,5,Expedia,"159,00","150,00",€,FALSE,,https://hotel.check24.de/search/Sailorson%20Apart%20Hotel-6764189/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D9%26per_page%3D50&refLocationId=400999&oS=29&oP=108,56:03.8,Antalya,2/17/2020,Apartment
Sailorson Apart Hotel,,"8,2",Sehr gut,51,,6,Alanya ,Turkey,2,1,2/23/2020,127,108,6,AurumTours,"159,00","159,00",€,FALSE,,https://hotel.check24.de/search/Sailorson%20Apart%20Hotel-6764189/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D9%26per_page%3D50&refLocationId=400999&oS=29&oP=108,56:03.8,Antalya,2/17/2020,Apartment
Side Apart Hotel,,"9,1",Fabelhaft,,,6,Side ,Turkey,2,1,2/23/2020,102,90,1,Hotels.Com,"143,34","90,00",€,TRUE,,https://hotel.check24.de/search/Side%20Apart%20Hotel-9710782/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D6%26per_page%3D50&refLocationId=400999&oS=178&oP=90,32:03.7,Antalya,2/17/2020,Apartment
Side Apart Hotel,,"9,1",Fabelhaft,,,6,Side ,Turkey,2,1,2/23/2020,102,90,3,Agoda,"143,34","143,34",€,TRUE,,https://hotel.check24.de/search/Side%20Apart%20Hotel-9710782/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D6%26per_page%3D50&refLocationId=400999&oS=178&oP=90,32:03.7,Antalya,2/17/2020,Apartment
Side Tuana Butik Hotel,,"4,2",Bewertung,,,6,Side ,Turkey,2,1,2/23/2020,123,123,6,Hotels.Com,"913,68","913,68",€,FALSE,,https://hotel.check24.de/search/Side%20Tuana%20Butik%20Hotel-10054246/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D10%26per_page%3D50&refLocationId=400999&oS=178&oP=123.48,07:40.1,Antalya,2/17/2020,Apartment
Suite Laguna Otel,,"8,0",Sehr gut,607,Top 5% der Stadt,6,"Stadtzentrum, Antalya ",Turkey,2,1,2/23/2020,152,152,64,Booking.com,"348,00","348,00",€,TRUE,,https://hotel.check24.de/search/Suite%20Laguna%20Otel-9175476/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D5%26per_page%3D50&refLocationId=400999&oS=105&oP=152,16:13.3,Antalya,2/17/2020,Apartment
SİDE FOREVER APART OTEL,3,"5,1",Bewertung,,,6,"Kumköy, Side ",Turkey,2,1,2/23/2020,150,91,4,Booking.com,"180,00","180,00",€,FALSE,,https://hotel.check24.de/search/S%C4%B0DE%20FOREVER%20APART%20OTEL-10864586/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D16%26per_page%3D50&refLocationId=400999&oS=178&oP=91.37,08:47.8,Antalya,2/17/2020,Apartment
Trend Suites,,"9,2",Fabelhaft,669,,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,224,224,1,Booking.com,"224,40","224,40",€,FALSE,Meerblick,https://hotel.check24.de/search/Trend%20Suites-9625402/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D4%26per_page%3D50&refLocationId=400999&oS=29&oP=224.4,13:28.8,Antalya,2/17/2020,Apartment
Viking Suite Hotel,,"8,5",Sehr gut,183,,6,Kemer ,Turkey,2,1,2/23/2020,157,143,2,Booking.com,"156,00","156,00",€,FALSE,,https://hotel.check24.de/search/Viking%20Suite%20Hotel-1933136/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D8%26per_page%3D50&refLocationId=400999&oS=502&oP=142.8,48:54.1,Antalya,2/17/2020,Apartment
Yeniacun Apart Hotel,,"8,4",Sehr gut,108,,6,Alanya ,Turkey,2,1,2/23/2020,96,84,2,Booking.com,"96,00","96,00",€,FALSE,,https://hotel.check24.de/search/Yeniacun%20Apart%20Hotel-7377185/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D10%26per_page%3D50&refLocationId=400999&oS=178&oP=84,09:26.5,Antalya,2/17/2020,Apartment
Yeniacun Apart Hotel,,"8,4",Sehr gut,108,,6,Alanya ,Turkey,2,1,2/23/2020,96,84,3,Hotels.Com,"134,40","134,40",€,FALSE,,https://hotel.check24.de/search/Yeniacun%20Apart%20Hotel-7377185/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D10%26per_page%3D50&refLocationId=400999&oS=178&oP=84,09:26.5,Antalya,2/17/2020,Apartment
İRBEÇ APART & BUNGALOW,,"9,4",Fabelhaft,,,6,Demre ,Turkey,2,1,2/23/2020,205,189,6,Expedia,"226,74","226,74",€,TRUE,,https://hotel.check24.de/search/%C4%B0RBE%C3%87%20APART%20%26%20BUNGALOW-11609295/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D12%26per_page%3D50&refLocationId=400999&oS=178&oP=189.05,29:45.1,Antalya,2/17/2020,Apartment
Alanya Azura Residence,,"8,9",Sehr gut,155,Top 1% der Stadt,6,Mahmutlar ,Turkey,2,1,2/23/2020,178,178,1,Hotels.Com,"178,17","178,17",€,FALSE,,https://hotel.check24.de/search/Alanya%20Azura%20Residence-9747807/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D12%26per_page%3D50&refLocationId=400999&oS=178&oP=178.17,31:08.0,Antalya,2/17/2020,Apartment
Ale Apartments Hotel,,"8,0",Sehr gut,187,,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,135,135,2,Booking.com,"195,00","195,00",€,FALSE,,https://hotel.check24.de/search/Ale%20Apartments%20Hotel-9662668/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D6%26per_page%3D50&refLocationId=400999&oS=28&oP=135,30:16.1,Antalya,2/17/2020,Apartment
Ale Park Hotel Apartments,,"8,2",Sehr gut,291,,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,96,96,6,Expedia,"162,00","162,00",€,TRUE,,https://hotel.check24.de/search/Ale%20Park%20Hotel%20Apartments-9612566/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D5%26per_page%3D50&refLocationId=400999&oS=28&oP=96,23:10.7,Antalya,2/17/2020,Apartment
Arda Apart Hotel,,"7,8",Gut,181,,6,Kemer ,Turkey,2,1,2/23/2020,90,77,2,Hotelopia,"90,00","85,74",€,FALSE,,https://hotel.check24.de/search/Arda%20Apart%20Hotel-9624718/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D7%26per_page%3D50&refLocationId=400999&oS=502&oP=77.16,38:47.4,Antalya,2/17/2020,Apartment
Ayhan Hotel,,"7,7",Gut,1.028,Top 3% der Stadt,6,"Stadtzentrum, Antalya ",Turkey,2,1,2/23/2020,197,190,10,Booking.com,"280,80","280,80",€,FALSE,,https://hotel.check24.de/search/Ayhan%20Hotel-9594976/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=502&oP=189.54,58:30.0,Antalya,2/17/2020,Apartment
BAHÇELİ FAMİLY OTEL,,"7,6",Gut,,,6,"Stadtzentrum, Antalya ",Turkey,2,1,2/23/2020,108,108,2,Hotels.Com,"108,00","108,00",€,FALSE,,https://hotel.check24.de/search/BAH%C3%87EL%C4%B0%20FAM%C4%B0LY%20OTEL-11447493/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D8%26per_page%3D50&refLocationId=400999&oS=178&oP=108,50:17.5,Antalya,2/17/2020,Apartment
Belle Ocean Apart Otel,,"8,6",Sehr gut,304,,6,Alanya ,Turkey,2,1,2/23/2020,72,72,3,Hotelopia,"108,00","108,00",€,FALSE,,https://hotel.check24.de/search/Belle%20Ocean%20Apart%20Otel-8560338/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D6%26per_page%3D50&refLocationId=400999&oS=502&oP=72,25:42.7,Antalya,2/17/2020,Apartment
Best Apart Hotel Kaş,,"9,0",Fabelhaft,,,6,Kaş ,Turkey,2,1,2/23/2020,232,232,1,Booking.com,"232,20","232,20",€,FALSE,Meerblick,https://hotel.check24.de/search/Best%20Apart%20Hotel%20Ka%C5%9F-9631540/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D10%26per_page%3D50&refLocationId=400999&oS=28&oP=232.2,05:53.7,Antalya,2/17/2020,Apartment
Boutique Suite Mim A,,"6,9",Befriedigend,,,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,153,140,4,Expedia,"180,00","180,00",€,TRUE,,https://hotel.check24.de/search/Boutique%20Suite%20Mim%20A-9709712/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D10%26per_page%3D50&refLocationId=400999&oS=178&oP=140.4,12:50.2,Antalya,2/17/2020,Apartment
Boutique Suite Mim A,,"6,9",Befriedigend,,,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,153,140,5,Hotels.Com,"216,00","216,00",€,TRUE,Meerblick,https://hotel.check24.de/search/Boutique%20Suite%20Mim%20A-9709712/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D10%26per_page%3D50&refLocationId=400999&oS=178&oP=140.4,12:50.2,Antalya,2/17/2020,Apartment
Camel Apartment,,"7,6",Gut,,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,120,120,1,Booking.com,"120,00","120,00",€,FALSE,,https://hotel.check24.de/search/Camel%20Apartment-8557475/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D15%26per_page%3D50&refLocationId=400999&oS=28&oP=120,02:57.2,Antalya,2/17/2020,Apartment
Cirali Irmak Hotel,,"8,4",Sehr gut,69,,6,Çıralı ,Turkey,2,1,2/23/2020,130,130,2,Booking.com,"135,00","135,00",€,FALSE,,https://hotel.check24.de/search/Cirali%20Irmak%20Hotel-9194712/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D14%26per_page%3D50&refLocationId=400999&oS=28&oP=129.6,54:44.9,Antalya,2/17/2020,Apartment
Club Sidar Apart Hotel,,"7,9",Gut,601,,6,Alanya ,Turkey,2,1,2/23/2020,120,93,3,Booking.com,"114,91","114,91",€,FALSE,,https://hotel.check24.de/search/Club%20Sidar%20Apart%20Hotel-8111514/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D5%26per_page%3D50&refLocationId=400999&oS=105&oP=93,19:48.1,Antalya,2/17/2020,Apartment
Club Sidar Apart Hotel,,"7,9",Gut,601,,6,Alanya ,Turkey,2,1,2/23/2020,120,93,5,Hotels.Com,"241,08","241,08",€,FALSE,,https://hotel.check24.de/search/Club%20Sidar%20Apart%20Hotel-8111514/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D5%26per_page%3D50&refLocationId=400999&oS=105&oP=93,19:48.1,Antalya,2/17/2020,Apartment
Dedehan Pansiyon,,"7,8",Gut,,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,90,90,7,Booking.com,"168,00","168,00",€,FALSE,,https://hotel.check24.de/search/Dedehan%20Pansiyon-8890436/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D13%26per_page%3D50&refLocationId=400999&oS=29&oP=90,42:43.7,Antalya,2/17/2020,Apartment
Dedehan Pansiyon,,"7,8",Gut,,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,90,90,8,Booking.com,"180,00","180,00",€,FALSE,,https://hotel.check24.de/search/Dedehan%20Pansiyon-8890436/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D13%26per_page%3D50&refLocationId=400999&oS=29&oP=90,42:43.7,Antalya,2/17/2020,Apartment
Delight Deluxe Hotel & Spa,,"8,7",Sehr gut,,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,172,143,7,Booking.com,"159,00","159,00",€,FALSE,,https://hotel.check24.de/search/Delight%20Deluxe%20Hotel%20%26%20Spa-9895294/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D8%26per_page%3D50&refLocationId=400999&oS=29&oP=143.16,47:19.0,Antalya,2/17/2020,Apartment
Fame Residence Lara & Spa,5,"8,9",Sehr gut,3.578,,6,Lara ,Turkey,2,1,2/23/2020,480,352,9,Booking.com,"1.080,00","1.080,00",€,FALSE,,https://hotel.check24.de/search/Fame%20Residence%20Lara%20%26%20Spa-986298/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=257&oP=352,40:20.7,Antalya,2/17/2020,Apartment
Fame Residence Lara & Spa,5,"8,9",Sehr gut,3.578,,6,Lara ,Turkey,2,1,2/23/2020,480,352,11,Booking.com,"1.080,00","1.080,00",€,FALSE,,https://hotel.check24.de/search/Fame%20Residence%20Lara%20%26%20Spa-986298/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=257&oP=352,39:05.6,Antalya,2/17/2020,Apartment
Furkan Homes,,--,Unterkunft noch,,,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,308,294,2,Hotelopia,"307,80","307,80",€,FALSE,,https://hotel.check24.de/search/Furkan%20Homes-12337168/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D16%26per_page%3D50&refLocationId=400999&oS=178&oP=294,06:02.8,Antalya,2/17/2020,Apartment
Graf Victor Hotel,4,"8,5",Sehr gut,,,6,Alanya ,Turkey,2,1,2/23/2020,210,198,8,Expedia,"270,00","270,00",€,TRUE,,https://hotel.check24.de/search/Graf%20Victor%20Hotel-9940774/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D11%26per_page%3D50&refLocationId=400999&oS=29&oP=197.94,23:16.5,Antalya,2/17/2020,Apartment
Güden-Pearl,,"9,6",Außer­gewöhnlich,,,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,240,189,1,Booking.com,"289,26","189,00",€,FALSE,Meerblick,https://hotel.check24.de/search/G%C3%BCden-Pearl-9659563/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D8%26per_page%3D50&refLocationId=400999&oS=29&oP=188.97,51:17.3,Antalya,2/17/2020,Apartment
